2030,,,,,,,2040,,,,,
,México,Tipo (D: dato duro) /T: Tendecia),Fuente,Mundo,Tipo (D: dato duro) /T: Tendecia),Fuente,México ,Tipo (D: dato) /T: Tendecia),Fuente,Mundo,Tipo (D: dato) /T: Tendecia),Fuente 
75,"América Latina se alejó del ideal de asociación y, en 2030, la región está menos cohesionada que nunca.",T,https://publications.iadb.org/publications/spanish/document/Am%C3%A9rica-Latina-y-el-Caribe-2030-Escenarios-futuros.pdf,"
Para 2030, el Partido Comunista Chino habrá construido un Internet completamente nuevo en el que Beijing intenta monopolizar las cadenas de suministro clave, sofocar la libertad de expresión y acumular datos personales.",T,https://www.nytimes.com/interactive/2019/12/26/opinion/2020s-future-predictions.html,"El gobierno electrónico, o e-gobierno, es decisivo para los cambios futuros en el sector público.",T,https://www.oecd.org/mexico/Mexico%202012%20FINALES%20SEP%20eBook.pdf,"La importancia geoestratégica de los elementos de tierras raras (litio, cobalto, tungsteno, etc.) necesarios para las tecnologías renovables y el almacenamiento de electricidad aumentará",T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
76,". Los países son más lentos para responder a las pandemias y a los desastres naturales, que hacia 2030 han tenido como resultado un aumento de las pérdidas de vidas humanas y una disminución de la confianza en las instituciones públicas.",T,https://publications.iadb.org/publications/spanish/document/Am%C3%A9rica-Latina-y-el-Caribe-2030-Escenarios-futuros.pdf,"No esperes los viejos clichés de ciencia ficción de un levantamiento de robots. Espere el aumento de una ira aún más populista, impulsada por tantos cambios tan rápidamente; nuevos crímenes que explotan esas mismas redes; y una nueva generación de terroristas, capaces de retener a toda una ciudad como rehén.",T,https://www.nytimes.com/interactive/2019/12/26/opinion/2020s-future-predictions.html,La eficiencia del sector público requiere fortalecer las capacidades a nivel subnacional y fomentar la coordinación entre los distintos órdenes de gobierno,T,https://www.oecd.org/mexico/Mexico%202012%20FINALES%20SEP%20eBook.pdf,"China e India se establecerán gradualmente en Oriente Medio y otras áreas de producción de hidrocarburos, utilizando el sector energético para impulsar sus intereses geoestratégicos.",T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
77,La involución autoritaria de la política subnacional es un dato correlacionado con el empoderamiento de los gobernadores en el ciclo de transición,D,https://www.sciencedirect.com/science/article/pii/S0185191816300113,"Para 2030, el Reino Unido se ha convertido en un actor importante en la industria espacial, con una cuota de mercado mundial del 10%. Tras haber cuadruplicado su tamaño, su industria espacial aporta ahora 40.000 millones de libras esterlinas (67.000 millones de dólares) al año a la economía y ha generado más de 100.000 nuevos puestos de trabajo altamente calificados.",D,https://www.futuretimeline.net/21stcentury/2030.htm#smart-grid-2030-technology,La gestión de riesgos en el gobierno será muy importante.,T,https://www.oecd.org/mexico/Mexico%202012%20FINALES%20SEP%20eBook.pdf,El gas natural licuado reducirá a largo plazo la capacidad de utilizar la red de tuberías como arma geopolítica,T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
78,"La distribución del poder y la capacidad para ejercerlo socavarán las propias bases de la prosperidad económica, a menos que las instituciones políticas pasen de ser extractivas a inclusivas.",T,https://atalayar.com/content/el-futuro-de-am%C3%A9rica-latina-como-regi%C3%B3n-escenarios-y-perspectivas,"Asia estará bien encaminada para volver a ser la potencia del mundo, como lo era antes del 1500",D,https://www.npr.org/2012/12/10/166895624/the-world-in-2030-asia-rises-the-west-declines,"Debido a la vulnerabilidad a la que el país estará vulnerable a los efectos del cambio climático, será importante prevenir riesgos y poner en marcha sistemas más integrales que respondan eficazmente a las eventualidades que se presenten.",T,https://www.oecd.org/mexico/Mexico%202012%20FINALES%20SEP%20eBook.pdf,El gas natural licuado ayudará a Europa a deshacerse progresivamente de la presión energética rusa,T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
79,La calidad de vida en el planeta en el año 2030 dependerá también de cómo logran los gobiernos poner coto a los efectos de la globalización a través de la cooperación internacional.,T,https://www.dw.com/es/el-mundo-en-el-2030-predicciones-y-desaf%C3%ADos/a-16029633,"Según los analistas de la NIC, es probable que el terrorismo persista, pero probablemente será menos letal y producirá menos víctimas civiles.",D,https://www.npr.org/2012/12/10/166895624/the-world-in-2030-asia-rises-the-west-declines,"Sería positivo para México diseñar un proceso presupuestario multianual, el cual se centre en el desempeño y la eficacia del gasto y en los resultados del sector público",T,https://www.oecd.org/mexico/Mexico%202012%20FINALES%20SEP%20eBook.pdf,"Las nuevas tecnologías renovables, con precios más bajos y estructuras más flexibles y modulares, facilitarán la electrificación del África subsahariana, impulsando su desarrollo.",T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
80,"La atrofia y el potencial declive del multilateralismo podrían crear una nueva dinámica para la concreción de acuerdos. Este esquema de negociación puede resultar riesgoso para países con menor poder económico y más aún, si no se preparan técnica y políticamente, para este nuevo escenario internacional.",T,http://www.fao.org/3/ca5474es/ca5474es.pdf,"Asia disfrutará del estado de poder global que tuvo por última vez en la Edad Media, mientras que el aumento de 350 años en Occidente se revertirá en gran medida. Se puede compartir el liderazgo global y es probable que el mundo se democratice.",T,https://www.npr.org/2012/12/10/166895624/the-world-in-2030-asia-rises-the-west-declines,"Será importante fomentar la eficiencia del gobierno, profesionalizando el servicio público, tomando medidas para mejorar la calidad del gasto y ampliando las iniciativas de transparencia y de gobierno abierto.",T,https://www.oecd.org/mexico/Mexico%202012%20FINALES%20SEP%20eBook.pdf,"El progreso de la electrificación en el Sahel no podrá adaptarse al crecimiento de la población, con las consecuentes disparidades en el desarrollo de las diferentes regiones, con consecuencias negativas para la seguridad.",T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
81,las relaciones de poder real tienen un peso específico propio que puede ser volcado a la negociación comercial.,T,http://www.fao.org/3/ca5474es/ca5474es.pdf,El análisis y cruce de big data permitirá cada vez más identificar patrones de comportamiento e hipótesis de respuesta. Nueva forma de hacer campañas,T,13 Tendencias de Marketing 2030,El gobierno tendrá que garantizar un gasto más estratégico a través de mejores mecanismos de adquisiciones públicas,T,https://www.oecd.org/mexico/Mexico%202012%20FINALES%20SEP%20eBook.pdf,El desarrollo del sector energético en el Sahel será clave para la estabilidad de la región.,T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
82,"Un número importante de estos acuerdos han sido reformulados, cambiado de actores o dejado de existir. Estas modificaciones pueden impactar los flujos comerciales existentes, creando nuevas opciones y oportunidades para la región.",T,http://www.fao.org/3/ca5474es/ca5474es.pdf,"n 2030, rápida expansión de una demanda cada vez mayor - ing y la clase media políticamente activa ha profundizado los mecanismos de participación social",T,https://publications.iadb.org/publications/english/document/Latin-America-and-the-Caribbean-2030-Future-Scenarios.pdf,"El gobierno de México, para asegurar la estabilidad del país, deberá apoyarse en la planeación, la recopilación de datos con fines de evaluación y una fuerza laboral especializada en cada una de las instituciones públicas",T,https://www.oecd.org/mexico/Mexico%202012%20FINALES%20SEP%20eBook.pdf,"El papel internacional de Rusia estará estrechamente relacionado con la evolución de su economía, que seguirá siendo impulsada por los hidrocarburos.",T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
83,"En un marco de debilidad del multilateralismo, las oportunidades de comercio para los países en desarrollo dependerán mucho más de sus propias estrategias y de las acciones tendientes a lograr un mayor número de acuerdos.",T,http://www.fao.org/3/ca5474es/ca5474es.pdf,"En 2030, la abstención de votantes ha caído significativamente por debajo del nivel de 2016, principalmente el resultado del aumento del voto de la clase media",T,https://publications.iadb.org/publications/english/document/Latin-America-and-the-Caribbean-2030-Future-Scenarios.pdf,"En el 2040, con el avance de la tecnología, será muy relevante medir la satisfacción de los ciudadanos con las herramientas existentes de gobierno electrónico para impulsar un gobierno abierto",T,https://www.oecd.org/mexico/Mexico%202012%20FINALES%20SEP%20eBook.pdf,"En Rusia, la corrupción y un sector financiero exclusivamente público o semipúblico obstaculizarán las reformas necesarias, lo que conducirá a un crecimiento promedio esperado del 2% que lo acercará al estancamiento económico.",T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
84,"El abandono de la negociación Estados Unidos y la Unión Europea (UE), la renegociación del Tratado de Libre Comercio de América del Norte (NAFTA por sus siglas en inglés), el Brexit, el cambio de conformación del Tratado de Libre Comercio Transpacífico (TPP-11) y el impensado acuerdo entre Japón y la UE plantean un escenario muy distinto para el 2030.",T,http://www.fao.org/3/ca5474es/ca5474es.pdf,"En 2030, la clase media es un participante mucho más activo y constructivo en la política.",T,https://publications.iadb.org/publications/english/document/Latin-America-and-the-Caribbean-2030-Future-Scenarios.pdf,Será importante mejorar la transparencia del ejercicio de las transferencias federales a gobiernos estatales,T,https://www.oecd.org/mexico/Mexico%202012%20FINALES%20SEP%20eBook.pdf,"Los malos resultados económicos podrían impulsar a Rusia a buscar victorias políticas en la escena internacional, al aumentar su presencia militar y diplomática, para evitar ser marginados.",T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
85,"En el conjunto de acuerdos regionales bajo revisión, la resolución del Brexit puede tener significativa importancia para América Latina.",T,http://www.fao.org/3/ca5474es/ca5474es.pdf,"La sociedad civil ha impulsado reformas para atacar la causa raíz de muchos problemas sociales - lems, incluyendo la corrupción y la informalidad",T,https://publications.iadb.org/publications/english/document/Latin-America-and-the-Caribbean-2030-Future-Scenarios.pdf,Debido a la escasez de agua será necesario que el gobierno mexicano promueva y apoye el financiamiento sostenible de los servicios de agua a través de una mayor recaudación local,T,https://www.oecd.org/mexico/Mexico%202012%20FINALES%20SEP%20eBook.pdf,"China, gracias a su crecimiento acelerado, aumentará sus capacidades militares",T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
86,"En este marco, quedaría abierto a comerciar con todo el mundo en las condiciones que determinen los acuerdos comerciales que lograra implementar, convirtiéndose en una interesante opción para los exportadores de alimentos de América Latina y el Caribe.",T,http://www.fao.org/3/ca5474es/ca5474es.pdf,"El poder económico de la clase media ha aumentado la recaudación de impuestos, ayudando a fortalecer las instituciones gubernamentales mediante el aumento de los ingresos",T,https://publications.iadb.org/publications/english/document/Latin-America-and-the-Caribbean-2030-Future-Scenarios.pdf,"El gobierno deberá establecer como prioridad  un mejor entendimiento de las restricciones de disponibilidad de agua, para así diseñar estrategias que respondan a la escasez ",T,https://www.oecd.org/mexico/Mexico%202012%20FINALES%20SEP%20eBook.pdf,"El papel global cada vez más asertivo de China provocará disputas con los países que comparten sus espacios marítimos, así como con los Estados Unidos y Japón.",T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
